ProductID,LineID,QualityClass,ProductCode,X_251,X_371,X_632,X_660,X_956,X_1000
TEST_039,T010306,0,A_31,0.0,0.0,0.0,0.0,20.0,564.0
TEST_040,T010305,0,A_31,141.0,33292.0,0.0,0.0,23.0,571.0
TEST_041,T050304,0,A_31,0.0,0.0,0.0,0.0,-19.0,5015.0
TEST_042,T050304,0,A_31,0.0,0.0,0.0,0.0,-14.0,5086.0
TEST_043,T100306,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_044,T100306,0,T_31,0.0,0.0,1.4,0.1,0.0,0.0
TEST_045,T100306,1,T_31,0.0,0.0,1.1,0.0,0.0,0.0
TEST_046,T100306,1,T_31,0.0,0.0,0.9,0.290322581,0.0,0.0
TEST_047,T100304,1,T_31,0.0,0.0,0.9,0.096774194,0.0,0.0
TEST_048,T100306,1,T_31,0.0,0.0,0.7,0.161290323,0.0,0.0
TEST_049,T100304,1,T_31,0.0,0.0,1.5,0.322580645,0.0,0.0
TEST_050,T100306,1,T_31,0.0,0.0,1.1,0.032258065,0.0,0.0
TEST_051,T100304,1,T_31,0.0,0.0,1.0,0.161290323,0.0,0.0
TEST_052,T050304,0,A_31,0.0,0.0,0.0,0.0,-27.0,2475.0
TEST_053,T050304,0,A_31,0.0,0.0,0.0,0.0,-29.0,2543.0
TEST_054,T050304,1,A_31,0.0,0.0,0.0,0.0,-21.0,2612.0
TEST_055,T100304,1,T_31,0.0,0.0,0.7,0.2666666669999999,0.0,0.0
TEST_056,T100306,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_057,T100306,1,T_31,0.0,0.0,1.2,0.032258065,0.0,0.0
TEST_058,T100304,1,T_31,0.0,0.0,0.7,0.193548387,0.0,0.0
TEST_059,T100304,1,T_31,0.0,0.0,0.7,0.290322581,0.0,0.0
TEST_060,T100304,1,T_31,0.0,0.0,0.6,0.1,0.0,0.0
TEST_061,T050304,1,A_31,0.0,0.0,0.0,0.0,0.0,4648.0
TEST_062,T050307,0,A_31,0.0,0.0,0.0,0.0,-2.0,4652.0
TEST_063,T050307,0,A_31,0.0,0.0,0.0,0.0,-12.0,4814.0
TEST_064,T050304,0,A_31,0.0,0.0,0.0,0.0,-15.0,4818.0
TEST_065,T050304,0,A_31,0.0,0.0,0.0,0.0,-22.0,362.0
TEST_066,T050304,0,A_31,0.0,0.0,0.0,0.0,-5.0,1296.0
TEST_067,T100306,1,T_31,0.0,0.0,0.4,0.033333333,0.0,0.0
TEST_068,T100304,1,T_31,0.0,0.0,0.5,0.0,0.0,0.0
TEST_069,T100304,1,T_31,0.0,0.0,0.9,0.033333333,0.0,0.0
TEST_070,T100304,1,T_31,0.0,0.0,0.6,0.064516129,0.0,0.0
TEST_071,T010305,0,A_31,6.0,1293.0,0.0,0.0,23.0,606.0
TEST_072,T010306,2,A_31,0.0,0.0,0.0,0.0,23.0,607.0
TEST_073,T100304,1,T_31,0.0,0.0,1.0,0.064516129,0.0,0.0
TEST_074,T100306,1,T_31,0.0,0.0,0.4,0.032258065,0.0,0.0
TEST_075,T100304,1,T_31,0.0,0.0,0.8,0.0,0.0,0.0
TEST_076,T100306,1,T_31,0.0,0.0,0.8,0.033333333,0.0,0.0
TEST_077,T100304,1,T_31,0.0,0.0,0.3,0.0,0.0,0.0
TEST_078,T100306,2,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_079,T010306,1,A_31,0.0,0.0,0.0,0.0,23.0,444.0
TEST_080,T100304,1,T_31,0.0,0.0,0.7,0.1,0.0,0.0
TEST_081,T100306,1,T_31,0.0,0.0,1.0,0.096774194,0.0,0.0
TEST_082,T100304,1,T_31,0.0,0.0,0.7,0.2666666669999999,0.0,0.0
TEST_083,T100304,1,T_31,0.0,0.0,0.8,0.096774194,0.0,0.0
TEST_084,T100304,1,T_31,0.0,0.0,1.5,0.1,0.0,0.0
TEST_085,T100306,1,T_31,0.0,0.0,1.3,0.096774194,0.0,0.0
TEST_086,T010305,0,A_31,23.0,5293.0,0.0,0.0,6.0,343.0
TEST_087,T010306,1,A_31,0.0,0.0,0.0,0.0,11.0,348.0
TEST_088,T010305,0,A_31,23.0,5375.0,0.0,0.0,16.0,387.0
TEST_089,T010305,1,A_31,23.0,5390.0,0.0,0.0,10.0,392.0
TEST_090,T100304,1,T_31,0.0,0.0,1.1,0.033333333,0.0,0.0
TEST_091,T100306,1,T_31,0.0,0.0,0.8,0.033333333,0.0,0.0
TEST_092,T100304,1,T_31,0.0,0.0,1.0,0.032258065,0.0,0.0
TEST_093,T100304,1,T_31,0.0,0.0,1.3,0.322580645,0.0,0.0
TEST_094,T100306,1,T_31,0.0,0.0,1.2,0.032258065,0.0,0.0
TEST_095,T100304,1,T_31,0.0,0.0,0.8,0.066666667,0.0,0.0
TEST_096,T100306,1,T_31,0.0,0.0,1.4,0.0,0.0,0.0
TEST_097,T100304,1,T_31,0.0,0.0,1.1,0.193548387,0.0,0.0
TEST_098,T100306,1,T_31,0.0,0.0,0.7,0.161290323,0.0,0.0
TEST_099,T100304,1,T_31,0.0,0.0,0.6,0.032258065,0.0,0.0
TEST_100,T100306,1,T_31,0.0,0.0,0.4,0.064516129,0.0,0.0
TEST_101,T100304,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_102,T100306,1,T_31,0.0,0.0,0.5,0.064516129,0.0,0.0
TEST_103,T100304,1,T_31,0.0,0.0,1.1,0.0,0.0,0.0
TEST_104,T100306,1,T_31,0.0,0.0,0.7,0.066666667,0.0,0.0
TEST_105,T100306,1,T_31,0.0,0.0,1.2,0.2,0.0,0.0
TEST_106,T100304,2,T_31,0.0,0.0,0.9,0.032258065,0.0,0.0
TEST_107,T100306,1,T_31,0.0,0.0,0.9,0.033333333,0.0,0.0
TEST_108,T100304,1,T_31,0.0,0.0,0.5,0.0,0.0,0.0
TEST_109,T010306,1,A_31,0.0,0.0,0.0,0.0,-5.0,76.0
TEST_110,T100306,1,T_31,0.0,0.0,1.1,0.066666667,0.0,0.0
TEST_111,T100306,1,T_31,0.0,0.0,1.1,0.033333333,0.0,0.0
TEST_112,T100306,1,T_31,0.0,0.0,1.1,0.0,0.0,0.0
TEST_113,T100304,1,T_31,0.0,0.0,1.1,0.2,0.0,0.0
TEST_114,T010306,1,A_31,0.0,0.0,0.0,0.0,-5.0,368.0
TEST_115,T010306,1,A_31,0.0,0.0,0.0,0.0,-2.0,369.0
TEST_116,T010305,1,A_31,43.0,10029.0,0.0,0.0,-4.0,436.0
TEST_117,T010305,1,A_31,43.0,10042.0,0.0,0.0,-4.0,441.0
TEST_118,T100306,1,T_31,0.0,0.0,1.0,0.032258065,0.0,0.0
TEST_119,T100304,1,T_31,0.0,0.0,0.6,0.064516129,0.0,0.0
TEST_120,T100306,1,T_31,0.0,0.0,0.6,0.064516129,0.0,0.0
TEST_121,T100306,1,T_31,0.0,0.0,1.1,0.032258065,0.0,0.0
TEST_122,T100304,1,T_31,0.0,0.0,1.1,0.066666667,0.0,0.0
TEST_123,T100304,1,T_31,0.0,0.0,0.8,0.033333333,0.0,0.0
TEST_124,T100306,1,T_31,0.0,0.0,1.4,0.032258065,0.0,0.0
TEST_125,T100306,1,T_31,0.0,0.0,1.2,0.0,0.0,0.0
TEST_126,T100304,1,T_31,0.0,0.0,1.0,0.133333333,0.0,0.0
TEST_127,T100306,1,T_31,0.0,0.0,0.8,0.133333333,0.0,0.0
TEST_128,T010306,1,A_31,0.0,0.0,0.0,0.0,11.0,221.0
TEST_129,T010306,1,A_31,0.0,0.0,0.0,0.0,11.0,222.0
TEST_130,T050307,0,A_31,0.0,0.0,0.0,0.0,-18.0,421.0
TEST_131,T050307,0,A_31,0.0,0.0,0.0,0.0,-25.0,518.0
TEST_132,T050307,0,A_31,0.0,0.0,0.0,0.0,-8.0,961.0
TEST_133,T100306,1,T_31,0.0,0.0,0.7,0.1,0.0,0.0
TEST_134,T100304,1,T_31,0.0,0.0,1.1,0.1,0.0,0.0
TEST_135,T100304,1,T_31,0.0,0.0,1.1,0.096774194,0.0,0.0
TEST_136,T100306,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_137,T100304,1,T_31,0.0,0.0,0.6,0.032258065,0.0,0.0
TEST_138,T100304,1,O_31,0.0,0.0,1.0,0.0,0.0,0.0
TEST_139,T100306,1,T_31,0.0,0.0,0.8,0.166666667,0.0,0.0
TEST_140,T100306,1,T_31,0.0,0.0,1.4,0.032258065,0.0,0.0
TEST_141,T010305,1,A_31,69.0,16063.0,0.0,0.0,16.0,361.0
TEST_142,T010305,1,A_31,69.0,16085.0,0.0,0.0,20.0,369.0
TEST_143,T100306,1,T_31,0.0,0.0,1.4,0.161290323,0.0,0.0
TEST_144,T100304,1,T_31,0.0,0.0,1.3,0.433333333,0.0,0.0
TEST_145,T100304,2,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_146,T100306,1,T_31,0.0,0.0,0.9,0.161290323,0.0,0.0
TEST_147,T100304,2,T_31,0.0,0.0,1.3,0.066666667,0.0,0.0
TEST_148,T100306,1,T_31,0.0,0.0,0.9,0.419354839,0.0,0.0
TEST_149,T100306,1,T_31,0.0,0.0,1.0,0.387096774,0.0,0.0
TEST_150,T100306,1,T_31,0.0,0.0,0.7,0.033333333,0.0,0.0
TEST_151,T100304,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_152,T100306,1,T_31,0.0,0.0,0.8,0.129032258,0.0,0.0
TEST_153,T100306,1,T_31,0.0,0.0,0.8,0.0,0.0,0.0
TEST_154,T100306,1,T_31,0.0,0.0,1.0,0.161290323,0.0,0.0
TEST_155,T100304,1,T_31,0.0,0.0,0.9,0.096774194,0.0,0.0
TEST_156,T100306,1,T_31,0.0,0.0,1.2,0.032258065,0.0,0.0
TEST_157,T100304,1,T_31,0.0,0.0,0.8,0.064516129,0.0,0.0
TEST_158,T100304,1,T_31,0.0,0.0,0.7,0.225806452,0.0,0.0
TEST_159,T100306,1,T_31,0.0,0.0,0.4,0.0,0.0,0.0
TEST_160,T100306,2,T_31,0.0,0.0,0.7,0.290322581,0.0,0.0
TEST_161,T100304,2,T_31,0.0,0.0,0.7,0.032258065,0.0,0.0
TEST_162,T100306,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_163,T100304,2,T_31,0.0,0.0,1.5,0.066666667,0.0,0.0
TEST_164,T100306,1,T_31,0.0,0.0,0.8,0.066666667,0.0,0.0
TEST_165,T100306,1,T_31,0.0,0.0,0.9,0.193548387,0.0,0.0
TEST_166,T100306,1,T_31,0.0,0.0,1.0,0.064516129,0.0,0.0
TEST_167,T100306,1,T_31,0.0,0.0,0.3,0.064516129,0.0,0.0
TEST_168,T100306,1,T_31,0.0,0.0,0.9,0.033333333,0.0,0.0
TEST_169,T100304,1,T_31,0.0,0.0,1.0,0.096774194,0.0,0.0
TEST_170,T100304,1,T_31,0.0,0.0,0.6,0.032258065,0.0,0.0
TEST_171,T100306,1,T_31,0.0,0.0,0.4,0.033333333,0.0,0.0
TEST_172,T100304,1,T_31,0.0,0.0,0.7,0.033333333,0.0,0.0
TEST_173,T100306,1,T_31,0.0,0.0,0.3,0.1,0.0,0.0
TEST_174,T100304,1,T_31,0.0,0.0,1.2,0.033333333,0.0,0.0
TEST_175,T100306,1,T_31,0.0,0.0,0.6,0.133333333,0.0,0.0
TEST_176,T100304,1,T_31,0.0,0.0,1.2,0.161290323,0.0,0.0
TEST_177,T100304,1,T_31,0.0,0.0,0.9,0.032258065,0.0,0.0
TEST_178,T100306,1,T_31,0.0,0.0,0.3,0.096774194,0.0,0.0
TEST_179,T100304,1,T_31,0.0,0.0,0.9,0.066666667,0.0,0.0
TEST_180,T100304,1,T_31,0.0,0.0,1.0,0.129032258,0.0,0.0
TEST_181,T100306,1,T_31,0.0,0.0,1.6,0.0,0.0,0.0
TEST_182,T100306,1,T_31,0.0,0.0,0.8,0.033333333,0.0,0.0
TEST_183,T100304,1,T_31,0.0,0.0,0.7,0.0,0.0,0.0
TEST_184,T100306,1,T_31,0.0,0.0,0.7,0.096774194,0.0,0.0
TEST_185,T100306,1,T_31,0.0,0.0,1.1,0.129032258,0.0,0.0
TEST_186,T100306,1,T_31,0.0,0.0,0.8,0.258064516,0.0,0.0
TEST_187,T100304,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_188,T100306,1,T_31,0.0,0.0,1.2,0.064516129,0.0,0.0
TEST_189,T100304,1,T_31,0.0,0.0,0.5,0.290322581,0.0,0.0
TEST_190,T100306,1,T_31,0.0,0.0,0.9,0.129032258,0.0,0.0
TEST_191,T100304,1,T_31,0.0,0.0,0.9,0.096774194,0.0,0.0
TEST_192,T100306,1,T_31,0.0,0.0,1.1,0.0,0.0,0.0
TEST_193,T100304,1,T_31,0.0,0.0,0.8,0.064516129,0.0,0.0
TEST_194,T100306,1,T_31,0.0,0.0,1.2,0.066666667,0.0,0.0
TEST_195,T100304,1,T_31,0.0,0.0,0.5,0.322580645,0.0,0.0
TEST_196,T100304,1,T_31,0.0,0.0,1.4,0.0,0.0,0.0
TEST_197,T100306,1,T_31,0.0,0.0,1.4,0.096774194,0.0,0.0
TEST_198,T100304,1,T_31,0.0,0.0,0.5,0.032258065,0.0,0.0
TEST_199,T100306,1,T_31,0.0,0.0,0.7,0.0,0.0,0.0
TEST_200,T100304,1,T_31,0.0,0.0,0.5,0.032258065,0.0,0.0
TEST_201,T100306,1,T_31,0.0,0.0,0.3,0.032258065,0.0,0.0
TEST_202,T100304,1,T_31,0.0,0.0,1.1,0.0,0.0,0.0
TEST_203,T100306,1,T_31,0.0,0.0,0.8,0.258064516,0.0,0.0
TEST_204,T100304,1,T_31,0.0,0.0,0.8,0.0,0.0,0.0
TEST_205,T100304,1,T_31,0.0,0.0,1.0,0.033333333,0.0,0.0
TEST_206,T100306,1,T_31,0.0,0.0,1.0,0.193548387,0.0,0.0
TEST_207,T100304,1,T_31,0.0,0.0,0.7,0.387096774,0.0,0.0
TEST_208,T100306,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_209,T100304,1,T_31,0.0,0.0,1.1,0.032258065,0.0,0.0
TEST_210,T100306,1,T_31,0.0,0.0,1.0,0.032258065,0.0,0.0
TEST_211,T100306,1,T_31,0.0,0.0,0.8,0.096774194,0.0,0.0
TEST_212,T100304,1,T_31,0.0,0.0,1.0,0.129032258,0.0,0.0
TEST_213,T100306,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_214,T100304,1,T_31,0.0,0.0,1.0,0.064516129,0.0,0.0
TEST_215,T100306,1,T_31,0.0,0.0,1.2,0.133333333,0.0,0.0
TEST_216,T100306,1,T_31,0.0,0.0,1.2,0.0,0.0,0.0
TEST_217,T100304,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_218,T100306,1,T_31,0.0,0.0,1.0,0.1,0.0,0.0
TEST_219,T100304,1,T_31,0.0,0.0,0.9,0.129032258,0.0,0.0
TEST_220,T100306,1,T_31,0.0,0.0,1.3,0.064516129,0.0,0.0
TEST_221,T100304,1,T_31,0.0,0.0,1.0,0.0,0.0,0.0
TEST_222,T100304,1,T_31,0.0,0.0,0.6,0.0,0.0,0.0
TEST_223,T100306,1,T_31,0.0,0.0,0.7,0.0,0.0,0.0
TEST_224,T100306,1,T_31,0.0,0.0,1.0,0.064516129,0.0,0.0
TEST_225,T100306,1,T_31,0.0,0.0,0.8,0.0,0.0,0.0
TEST_226,T100304,1,T_31,0.0,0.0,0.8,0.032258065,0.0,0.0
TEST_227,T100306,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_228,T100304,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_229,T100306,1,T_31,0.0,0.0,1.0,0.064516129,0.0,0.0
TEST_230,T100306,1,T_31,0.0,0.0,1.1,0.258064516,0.0,0.0
TEST_231,T100306,1,T_31,0.0,0.0,0.3,0.096774194,0.0,0.0
TEST_232,T100306,1,T_31,0.0,0.0,1.1,0.032258065,0.0,0.0
TEST_233,T100304,1,T_31,0.0,0.0,1.0,0.4838709679999999,0.0,0.0
TEST_234,T100304,1,T_31,0.0,0.0,1.0,0.2666666669999999,0.0,0.0
TEST_235,T100306,1,T_31,0.0,0.0,0.6,0.290322581,0.0,0.0
TEST_236,T100306,1,T_31,0.0,0.0,0.7,0.0,0.0,0.0
TEST_237,T100306,1,T_31,0.0,0.0,0.8,0.032258065,0.0,0.0
TEST_238,T100304,1,T_31,0.0,0.0,0.9,0.096774194,0.0,0.0
TEST_239,T100306,1,T_31,0.0,0.0,0.7,0.032258065,0.0,0.0
TEST_240,T100306,1,T_31,0.0,0.0,0.6,0.0,0.0,0.0
TEST_241,T100304,1,T_31,0.0,0.0,1.1,0.225806452,0.0,0.0
TEST_242,T100306,1,T_31,0.0,0.0,0.6,0.064516129,0.0,0.0
TEST_243,T100304,1,T_31,0.0,0.0,1.3,0.0,0.0,0.0
TEST_244,T100304,1,T_31,0.0,0.0,0.8,0.033333333,0.0,0.0
TEST_245,T100304,1,T_31,0.0,0.0,1.5,0.0,0.0,0.0
TEST_246,T100304,1,T_31,0.0,0.0,1.4,0.322580645,0.0,0.0
TEST_247,T100306,1,T_31,0.0,0.0,0.6,0.032258065,0.0,0.0
TEST_248,T050307,0,A_31,0.0,0.0,0.0,0.0,-19.0,1307.0
TEST_249,T050307,0,A_31,0.0,0.0,0.0,0.0,-17.0,1385.0
TEST_250,T050307,0,A_31,0.0,0.0,0.0,0.0,-7.0,1522.0
TEST_251,T050307,0,A_31,0.0,0.0,0.0,0.0,-11.0,1535.0
TEST_252,T050307,0,A_31,0.0,0.0,0.0,0.0,-11.0,1547.0
TEST_253,T050307,0,A_31,0.0,0.0,0.0,0.0,-12.0,1560.0
TEST_254,T050307,0,A_31,0.0,0.0,0.0,0.0,-5.0,2539.0
TEST_255,T050307,0,A_31,0.0,0.0,0.0,0.0,-5.0,2621.0
TEST_256,T100304,1,O_31,0.0,0.0,0.5,0.1,0.0,0.0
TEST_257,T100306,1,O_31,0.0,0.0,0.9,0.033333333,0.0,0.0
TEST_258,T100304,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_259,T100306,1,T_31,0.0,0.0,0.9,0.066666667,0.0,0.0
TEST_260,T050307,2,A_31,0.0,0.0,0.0,0.0,-8.0,2813.0
TEST_261,T100306,1,T_31,0.0,0.0,1.4,0.064516129,0.0,0.0
TEST_262,T100306,1,T_31,0.0,0.0,1.0,0.161290323,0.0,0.0
TEST_263,T050307,0,A_31,0.0,0.0,0.0,0.0,-24.0,3397.0
TEST_264,T100304,1,T_31,0.0,0.0,0.8,0.096774194,0.0,0.0
TEST_265,T100306,1,T_31,0.0,0.0,0.9,0.225806452,0.0,0.0
TEST_266,T100306,1,T_31,0.0,0.0,1.1,0.066666667,0.0,0.0
TEST_267,T100306,1,T_31,0.0,0.0,0.4,0.0,0.0,0.0
TEST_268,T100306,1,T_31,0.0,0.0,0.5,0.066666667,0.0,0.0
TEST_269,T100306,1,T_31,0.0,0.0,1.4,0.129032258,0.0,0.0
TEST_270,T100306,1,T_31,0.0,0.0,0.7,0.129032258,0.0,0.0
TEST_271,T100306,1,T_31,0.0,0.0,0.3,0.096774194,0.0,0.0
TEST_272,T100304,1,T_31,0.0,0.0,1.3,0.0,0.0,0.0
TEST_273,T100306,1,T_31,0.0,0.0,1.3,0.1,0.0,0.0
TEST_274,T100306,1,T_31,0.0,0.0,1.4,0.066666667,0.0,0.0
TEST_275,T100306,1,T_31,0.0,0.0,0.8,0.0,0.0,0.0
TEST_276,T100306,1,T_31,0.0,0.0,0.6,0.0,0.0,0.0
TEST_277,T100304,1,T_31,0.0,0.0,1.4,0.161290323,0.0,0.0
TEST_278,T100306,1,T_31,0.0,0.0,0.9,0.258064516,0.0,0.0
TEST_279,T100306,1,T_31,0.0,0.0,0.9,0.0,0.0,0.0
TEST_280,T050307,1,A_31,0.0,0.0,0.0,0.0,-17.0,212.0
TEST_281,T050307,0,A_31,0.0,0.0,0.0,0.0,-17.0,288.0
TEST_282,T050307,0,A_31,0.0,0.0,0.0,0.0,-15.0,438.0
TEST_283,T050307,0,A_31,0.0,0.0,0.0,0.0,-14.0,522.0
TEST_284,T050307,0,A_31,0.0,0.0,0.0,0.0,-12.0,1872.0
TEST_285,T050307,0,A_31,0.0,0.0,0.0,0.0,-11.0,1948.0
TEST_286,T050307,0,A_31,0.0,0.0,0.0,0.0,-6.0,2012.0
TEST_287,T100304,1,O_31,0.0,0.0,1.2,0.032258065,0.0,0.0
TEST_288,T100306,1,T_31,0.0,0.0,0.8,0.0,0.0,0.0
TEST_289,T100306,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_290,T100306,1,T_31,0.0,0.0,0.7,0.161290323,0.0,0.0
TEST_291,T100306,1,T_31,0.0,0.0,0.5,0.033333333,0.0,0.0
TEST_292,T050307,0,A_31,0.0,0.0,0.0,0.0,-3.0,3421.0
TEST_293,T050307,0,A_31,0.0,0.0,0.0,0.0,-9.0,3499.0
TEST_294,T100304,1,T_31,0.0,0.0,1.4,0.0,0.0,0.0
TEST_295,T100306,1,T_31,0.0,0.0,0.3,0.133333333,0.0,0.0
TEST_296,T100306,1,T_31,0.0,0.0,0.9,0.032258065,0.0,0.0
TEST_297,T100304,1,T_31,0.0,0.0,1.0,0.129032258,0.0,0.0
TEST_298,T100304,1,T_31,0.0,0.0,1.3,0.066666667,0.0,0.0
TEST_299,T100304,1,T_31,0.0,0.0,1.0,0.096774194,0.0,0.0
TEST_300,T100304,1,T_31,0.0,0.0,0.9,0.1,0.0,0.0
TEST_301,T100306,1,T_31,0.0,0.0,0.8,0.064516129,0.0,0.0
TEST_302,T100304,1,T_31,0.0,0.0,1.1,0.0,0.0,0.0
TEST_303,T100304,1,T_31,0.0,0.0,0.6,0.032258065,0.0,0.0
TEST_304,T100304,1,T_31,0.0,0.0,1.0,0.258064516,0.0,0.0
TEST_305,T100306,1,T_31,0.0,0.0,1.0,0.161290323,0.0,0.0
TEST_306,T100304,1,T_31,0.0,0.0,0.7,0.064516129,0.0,0.0
TEST_307,T100306,1,T_31,0.0,0.0,0.7,0.096774194,0.0,0.0
TEST_308,T100306,1,T_31,0.0,0.0,0.7,0.032258065,0.0,0.0
TEST_309,T100306,1,T_31,0.0,0.0,0.5,0.233333333,0.0,0.0
